HHLDNO,CERTMTH,RAWBEN,EXPEDSER,FSMEDEXP,FSDEPDED,RAWNET,SUA1,SUA2,FSCSEXP,RENT,SHELDED,ALLADJ,AMTADJ,REP_SYS,CTPRHH,FSCSDED,RAWGROSS,RAWERND,FSMEDDED,UTIL,FSNDISCA,FSNDIS,LASTCERT,BENFIX,FSUSIZE,BENMAX,MINIMUM_BEN,FSNKID,FSERNDED,FSSLTDED,FSSTDDED,FSTOTDED,SHELCAP,NONCIT_HEAD,COMPOSITION,MED_DED_DEMO,ERN_INC_DED_PCT,FSSLTEXP,NETSCRN,GROSSCRN,,,,,FSOTHERN,FSSLFEMP,FSWAGES,FSCSUPRT,FSTANF,FSCONT,FSDEEM,FSOTHGOV,FSOTHUN,FSSOCSEC,FSEDLOAN,FSGA,FSUNEMP,FSVET,FSWCOMP,FSDIVER,FSSSI,FSWGESUP,FSENERGY,FSEITC,FSFOSTER,TANF_IND,FSEARN,FSUNEARN,FSGRINC,EXCL_FSCSDED,TPOV,WRK_POOR,FSNETINC,FSBEN,FSMINBEN,SSI_CAP,FSSTDDE2,FSERNDE2,FSDEPDE2,FSMEDDE2,FSSLTDE2,FSTOTDE2,PURE_PA,ASSLIM,FSASTEST,FSGRTEST,FSNETEST,FSBENSUPP,SUPP_BEN,FSNONCIT,FSDIS,FSELDER,FSKID,HH_Member__AGE1,HH_SEX,HH_RACE,HH_FSAFIL,HH_CTZN,HH_YRSED,HH_EMPRG,HH_EMPSTA,HH_EMPSTB,HH_WAGES,HH_SLFEMP,HH_EITC,HH_OTHERN,HH_SOCSEC,HH_VET,HH_SSI,HH_UNEMP,HH_WCOMP,HH_OTHGOV,HH_WRKREG,HH_ABWDST,HH_NDISCA,HH_WORK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,36,348,Not entitled to expedited service,0,0,559,Uses higher standard and does not receive LIHEAA assistance,Not prorated,0,317,639,No adjustment,0,Other,2,0,1391,0,0,921,0,0,28,348,2,516,23,0,0,639,193,832,624,Head of unit is a citizen,No children,0,0.1999999285,1238,1526,1984,SunnySide Assisted Living,754 Jolly Rd,Lansing,48913,0,0,0,0,0,0,0,0,0,795,0,0,0,0,0,0,596,0,0,0,0,0,0,1391,1391,0,91,0,559,348,0,Not in SSI-CAP,289,0,0,0,639,832,1,4250,1,1,1,168,1,0,0,1,0,62,Female,White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,NA,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,795,0,298,0,0,0,"Federal exemption, other",Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),0,9148 Forest Ave,East Lansing,MI,48359,Amelia,Rodriguez,Kristen,Ruiz,28,,,,,,,,,,,,,,,,,,,,,,,
390,12,992,Not entitled to expedited service,0,0,307,No utilities and no LIHEAA assistance,Not prorated,0,125,0,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),5,0,532,0,0,0,0,0,5,1023,5,1116,23,2,0,0,225,225,624,Head of unit is a citizen,Child(ren) with other multiple adults,0,0.1999999285,125,2706,3518,EasyPack Fulfillment,854 Miller Rd,Flint,48506,0,0,0,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,532,0,20,0,307,1023,0,Not in SSI-CAP,225,0,0,0,0,225,0,2750,1,1,1,95,1,0,0,0,1,43,Female,(Hispanic or Latino) and White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,Grade 4,Not participating in E&T,Unemployed and looking for work,Not employed,0,0,0,0,0,0,0,0,0,0,Work registrant,Not an able-bodied adult without dependents (ABAWD),"Age within the range subject to time limits, but not adult without a disability in childless unit",0,6696 Depot Rd,Wyoming,MI,48724,Quinn,Green,Emily,Jimenez,28,Earl,Medina,32,Autumn,Green,11,Roger,Jimenez,12,,,,,,,,,,,,,,
391,12,58,Not entitled to expedited service,0,0,569,Uses higher standard and does not receive LIHEAA assistance,Not prorated,0,552,792,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),1,0,1704,149,0,921,0,0,3,110,1,281,23,0,149,792,193,1134,624,Head of unit is a citizen,No children,0,0.1999999285,1473,1133,1473,SpeedMart Fuel Center,632 Fenton Rd,Flint,48504,0,0,748,0,0,0,0,0,0,956,0,0,0,0,0,0,0,0,0,0,0,0,748,956,1704,0,150,1,570,110,0,Not in SSI-CAP,289,223,0,0,792,1134,0,4250,1,1,1,171,1,0,0,1,0,69,Female,White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Employed by other,1â€“19 hours/week,748,0,0,0,956,0,0,0,0,0,Work registrant,Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),1,6092 Parkview Rd,Warren,MI,49206,Gabriella,Moore,,,,,,,,,,,,,,,,,,,,,,,,,,
392,24,281,Not entitled to expedited service,0,0,59,Uses higher standard and does not receive LIHEAA assistance,Not prorated,0,600,994,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),1,0,1331,84,0,921,0,1,3,263,1,281,23,0,84,994,193,1271,624,Head of unit is a citizen,No children,0,0.1999999285,1521,1133,1473,Community Fitness Desk,743 Saginaw St,Flint,48505,0,0,424,0,0,0,0,0,0,0,0,0,0,0,0,0,907,0,0,0,0,0,424,907,1331,0,117,1,60,263,0,Not in SSI-CAP,289,126,0,0,994,1271,1,4250,1,1,1,95,1,0,1,0,0,36,Male,White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,NA,Not participating in E&T,Employed by other,1â€“19 hours/week,424,0,0,0,0,0,907,0,0,0,Work registrant,Not an able-bodied adult without dependents (ABAWD),"Age within the range subject to time limits, but not adult without a disability in childless unit",1,9443 Aspen Dr,Niles,MI,49736,Hudson,Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
394,12,281,Not entitled to expedited service,0,0,0,Uses higher standard based on LIHEAA assistance,Not prorated,42,0,624,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),1,42,180,36,0,921,0,0,5,281,1,281,23,0,36,624,193,895,624,Head of unit is a citizen,No children,0,0.1999999285,921,1133,1473,EasyPack Fulfillment,854 Miller Rd,Flint,48506,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,180,0,16,1,0,281,0,Not in SSI-CAP,0,0,0,0,0,180,0,2750,1,1,1,95,1,0,0,0,0,54,Male,Black or African American,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,Grade 9,Not participating in E&T,Employed by other,1â€“19 hours/week,180,0,0,0,0,0,0,0,0,0,Work registrant,Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),1,1304 Highland Ter,Alpena,MI,49735,Lucas,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
395,36,281,Not entitled to expedited service,0,0,0,Uses higher standard and does not receive LIHEAA assistance,Not prorated,0,1000,1550,No adjustment,0,Other,1,0,934,0,0,921,0,0,11,281,1,281,23,0,0,1551,193,1744,624,Head of unit is a citizen,No children,0,0.1999999285,1921,1133,1473,Sunny Laundry Services,965 Court St,Flint,48507,0,0,0,0,0,0,0,0,0,804,0,0,0,0,0,0,130,0,0,0,0,0,0,934,934,0,82,0,0,281,0,Not in SSI-CAP,0,0,0,0,741,934,1,4250,1,1,1,95,1,0,0,1,0,68,Female,White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,804,0,130,0,0,0,"Federal exemption, other",Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),0,2046 Madison Ave,Grosse Pointe Park,MI,49143,Hailey,Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
396,12,248,Not entitled to expedited service,0,0,4181,No utilities and no LIHEAA assistance,Not prorated,150,300,0,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),1,150,5579,999,0,0,1,0,11,23,1,281,23,0,999,0,193,1342,624,Head of unit is a citizen,No children,0,0.1999999285,300,1133,1473,CityEats Food Truck Co,176 Beach St,Flint,48508,0,0,4995,0,0,0,0,0,584,0,0,0,0,0,0,0,0,0,0,0,0,0,4995,584,5579,0,492,1,4237,23,1,Not in SSI-CAP,193,999,0,0,0,1342,0,2750,1,0,0,258,1,0,0,0,0,41,Male,Not recorded on application,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Employed by other,30â€“39 hours/week,4995,0,0,0,0,0,0,0,0,0,"Federal exemption, other",ABAWD in a waived area,Adult without a disability in childless unit within the age range subject to time limits,1,9239 Sunset Blvd,Muskegon,MI,49965,Caleb,Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
397,36,281,Not entitled to expedited service,0,0,2512,Uses higher standard based on LIHEAA assistance,Not prorated,0,350,10,No adjustment,0,Other,1,0,3166,450,0,921,0,1,18,23,1,281,23,0,450,10,193,653,624,Head of unit is a citizen,No children,0,0.1999999285,1271,1133,1473,QuickServe Sandwiches,287 Center Rd,Flint,48509,0,0,2252,0,0,0,0,0,0,0,0,0,0,0,0,0,914,0,0,0,0,0,2252,914,3166,0,279,1,2513,23,1,Not in SSI-CAP,203,460,0,0,10,653,1,4250,1,1,0,258,1,0,1,0,0,48,Male,Black or African American,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,Grade 9,Not participating in E&T,Employed by other,30â€“39 hours/week,2252,0,0,0,0,0,914,0,0,0,"Federal exemption, physically or mentally unfit for employment",Not an able-bodied adult without dependents (ABAWD),"Age within the range subject to time limits, but not adult without a disability in childless unit",1,6676 Poplar St,Warren,MI,48117,Ryan,Hill,,,,,,,,,,,,,,,,,,,,,,,,,,
398,24,281,Not entitled to expedited service,0,0,0,Uses higher standard and does not receive LIHEAA assistance,Not prorated,0,0,624,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),1,0,419,0,0,921,0,1,6,281,1,281,23,0,0,808,193,1001,624,Head of unit is a citizen,No children,0,0.1999999285,921,1133,1473,UrbanMarket Express,398 Corunna Rd,Flint,48510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,0,0,0,0,0,0,419,419,0,37,0,0,281,0,Not in SSI-CAP,0,0,0,0,226,419,1,4250,1,1,1,95,1,0,1,0,0,57,Female,White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,Grade 10,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,0,0,419,0,0,0,"Federal exemption, physically or mentally unfit for employment",Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),0,5556 Chestnut Ter,Bad Axe,MI,48477,Everly,Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
399,36,281,Not entitled to expedited service,0,0,0,Uses higher standard based on LIHEAA assistance,Not prorated,0,242,803,No adjustment,0,Other,1,0,914,0,0,921,0,1,5,281,1,281,23,0,0,803,193,996,624,Head of unit is a citizen,No children,0,0.1999999285,1163,1133,1473,QuickBite Burgers,123 Woodward Ave,Detroit,48201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,914,0,0,0,0,0,0,914,914,0,81,0,0,281,0,Not in SSI-CAP,208,0,0,0,721,914,1,4250,1,1,1,95,1,0,1,0,0,58,Female,(Hispanic or Latino) and White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,Grade 8,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,0,0,914,0,0,0,"Federal exemption, physically or mentally unfit for employment",Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),0,8546 Madison Rd,Zeeland,MI,49020,Eva,Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
400,12,550,Not entitled to expedited service,0,0,500,Uses higher standard based on LIHEAA assistance,Not prorated,0,176,565,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),3,0,1258,0,0,921,0,0,6,589,3,740,23,2,0,565,193,758,624,Head of unit is a citizen,Child(ren) and one female adult,0,0.1999999285,1097,1920,2495,BrightSmile Dental Front Desk,976 Oakland Ave,Lansing,48915,0,0,0,621,0,0,0,0,0,636,0,0,0,0,0,0,0,0,0,0,0,0,0,1257,1257,0,65,0,499,590,0,Not in SSI-CAP,289,0,0,0,565,758,0,2750,1,1,1,150,1,0,0,0,1,39,Female,Black or African American,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,0,0,0,0,0,0,"Federal exemption, care of a child under 6 or an incapacitated person",Not an able-bodied adult without dependents (ABAWD),"Age within the range subject to time limits, but not adult without a disability in childless unit",0,8618 Walnut Dr,Niles,MI,49308,Liliana,Lee,,,,,,,Hannah,Lee,1,Austin,Lee,3,,,,,,,,,,,,,Lease Ends Next Month,
402,36,281,Not entitled to expedited service,0,0,0,Uses higher standard and does not receive LIHEAA assistance,Not prorated,0,740,1194,No adjustment,0,Other,1,0,1126,0,0,921,0,0,30,281,1,281,23,0,0,1195,193,1388,624,Head of unit is a citizen,No children,0,0.1999999285,1661,1133,1473,Dollar Saver Mart,456 Michigan Ave,Detroit,48202,0,0,0,0,0,0,0,0,0,1126,0,0,0,0,0,0,0,0,0,0,0,0,0,1126,1126,0,99,0,0,281,0,Not in SSI-CAP,28,0,0,0,933,1126,0,4250,1,1,1,95,1,0,0,1,0,92,Female,(Hispanic or Latino) and White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,NA,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,1126,0,0,0,0,0,"Federal exemption, other",Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),0,6538 Harbor Ln,Wayne,MI,49064,Elizabeth,Rodriguez,,,,,,,,,,,,,,,,,,,,,,,,,,
403,12,86,Not entitled to expedited service,0,0,573,No utilities and no LIHEAA assistance,Not prorated,0,250,573,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),2,0,958,191,0,0,0,0,11,108,1,281,23,1,191,0,193,384,624,Head of unit is a nonparticipating noncitizen,Child(ren) only,0,0.1999999285,250,1133,1473,Community Fitness Desk,743 Saginaw St,Flint,48505,0,0,958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958,0,958,0,85,1,574,108,0,Not in SSI-CAP,193,191,0,0,0,384,0,2750,1,1,1,173,1,0,0,0,1,41,Female,White,Member is ineligible noncitizen and not participating in State-funded SNAP,Undocumented noncitizen,NA,Not participating in E&T,Employed by other,30â€“39 hours/week,958,0,0,0,0,0,0,0,0,0,Work registrant,Not an able-bodied adult without dependents (ABAWD),NA,NA,4086 Kennedy Way,Marquette,MI,49570,Eden,Green,,,,,,,Ian,Green,6,,,,,,,,,,,,,,,,,
404,12,387,Not entitled to expedited service,0,0,3207,Uses higher standard and does not receive LIHEAA assistance,Not prorated,0,1500,545,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),7,0,4916,906,0,921,0,0,6,398,6,1339,23,3,906,545,258,1709,624,Head of unit is a citizen,Child(ren) and married unit head (spouse may be nonparticipating; includes married teens),0,0.1999999285,2421,3100,4029,EasyWash Laundromat,435 Stadium Blvd,Ann Arbor,48107,0,0,4530,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4530,387,4917,0,159,1,3208,376,0,Not in SSI-CAP,387,1359,0,0,545,1709,0,2750,1,0,0,963,1,0,0,0,1,41,Female,(Hispanic or Latino) and respondent reported more than one race and does not fit into above categories (codes 18 through 21),Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,NA,Not participating in E&T,Unemployed and looking for work,Not employed,0,0,0,0,0,0,0,0,0,0,Work registrant,Not an able-bodied adult without dependents (ABAWD),"Age within the range subject to time limits, but not adult without a disability in childless unit",0,4474 College Ave,Woodhaven,MI,48568,Liliana,Mitchell,Nancy,Reyes,28,Bella,Carpenter,32,Eli,Mitchell,14,Brooklyn,Reyes,6,Oscar,Reyes,11,,,,,,,,,,,
405,12,281,Not entitled to expedited service,0,0,0,Uses higher standard and does not receive LIHEAA assistance,Not prorated,67,1000,1520,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),1,67,1062,0,0,921,0,0,7,281,1,281,23,0,0,1520,193,1780,624,Head of unit is a citizen,No children,0,0.1999999285,1921,1133,1473,Speedy Gas & Go,789 Grand River Ave,Detroit,48203,0,0,0,0,0,0,0,0,0,724,0,128,0,0,0,0,210,0,0,0,0,0,0,1062,1062,0,94,0,0,281,0,Not in SSI-CAP,0,0,0,0,802,1062,1,4250,1,1,1,95,1,0,0,1,0,66,Male,Black or African American,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,724,0,210,0,0,0,"Federal exemption, other",Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),0,8451 Walnut Pl,Chesterfield,MI,49838,Adrian,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
407,36,267,Not entitled to expedited service,0,0,2,Uses higher standard and does not receive LIHEAA assistance,Not prorated,0,144,710,No adjustment,0,Other,1,0,904,0,0,921,0,0,14,280,1,281,23,0,0,710,193,903,624,Head of unit is a citizen,No children,0,0.1999999285,1065,1133,1473,FreshWay Grocery,135 Jefferson Ave,Detroit,48204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904,0,0,0,0,0,0,904,904,0,80,0,1,280,0,Not in SSI-CAP,290,0,0,0,710,903,1,4250,1,1,1,95,1,0,0,1,0,77,Female,(Hispanic or Latino) and White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,0,0,904,0,0,0,"Federal exemption, physically or mentally unfit for employment",Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),0,7880 Oak Rd,Traverse City,MI,48353,Zoe,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,
408,12,169,Entitled to expedited service and received benefits within Federal time frame,0,0,346,Uses higher standard based on LIHEAA assistance,Not prorated,0,532,0,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),1,0,1454,291,0,921,0,0,7,177,1,281,23,0,290,624,193,1107,624,Head of unit is a citizen,No children,0,0.1999999285,1453,1133,1473,Sunrise Diner,246 Mack Ave,Detroit,48205,0,0,1454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1454,0,1454,0,128,1,347,176,0,Not in SSI-CAP,193,290,0,0,624,1107,0,2750,1,1,1,105,1,0,0,0,0,59,Female,White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Employed by other,20â€“29 hours/week,1454,0,0,0,0,0,0,0,0,0,Work registrant,Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),1,9663 Kennedy St,White Lake,MI,49533,Sofia,Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,
409,36,281,Not entitled to expedited service,0,0,0,Uses higher standard and does not receive LIHEAA assistance,Not prorated,0,400,951,No adjustment,0,Other,1,0,934,0,0,921,0,1,36,281,1,281,23,0,0,951,193,1144,624,Head of unit is a citizen,No children,0,0.1999999285,1321,1133,1473,Happy Paws Pet Care,357 Gratiot Ave,Detroit,48206,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,647,0,0,0,0,0,0,934,934,0,82,0,0,281,0,Not in SSI-CAP,80,0,0,0,741,934,1,4250,1,1,1,95,1,0,1,0,0,45,Male,Black or African American,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,287,0,647,0,0,0,"Federal exemption, physically or mentally unfit for employment",Not an able-bodied adult without dependents (ABAWD),"Age within the range subject to time limits, but not adult without a disability in childless unit",0,9577 River Dr,Romulus,MI,48174,James,Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
410,12,281,Not entitled to expedited service,0,0,0,No utilities and no LIHEAA assistance,Not prorated,0,0,0,No adjustment,0,Simplified reporting (exceeding 130% of income poverty guidelines),1,0,0,0,0,0,1,0,1,281,1,281,23,0,0,0,193,193,624,Head of unit is a citizen,No children,0,0.1999999285,0,1133,1473,ValueWear Apparel,468 Livernois Ave,Detroit,48207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,Not in SSI-CAP,0,0,0,0,0,0,0,2750,1,1,1,95,1,0,0,0,0,37,Female,White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Unemployed and looking for work,Not employed,0,0,0,0,0,0,0,0,0,0,Work registrant,ABAWD in a waived area,Adult without a disability in childless unit within the age range subject to time limits,0,7971 Lincoln Ter,Brighton,MI,49999,Savannah,Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,
412,36,132,Not entitled to expedited service,0,0,446,Uses higher standard and does not receive LIHEAA assistance,Not prorated,0,400,732,No adjustment,0,Other,1,0,1371,0,0,921,0,0,2,147,1,281,23,0,0,732,193,925,624,Head of unit is a citizen,No children,0,0.1999999285,1321,1133,1473,CleanSweep Janitorial,579 Warren Ave,Detroit,48208,0,0,0,0,0,0,0,0,0,1371,0,0,0,0,0,0,0,0,0,0,0,0,0,1371,1371,0,121,0,446,147,0,Not in SSI-CAP,289,0,0,0,732,925,0,4250,1,1,1,134,1,0,0,1,0,94,Female,White,Eligible member of SNAP case under review and entitled to receive benefits,US-born citizen,High school graduate or GED,Not participating in E&T,Not in labor force and not looking for work,Not employed,0,0,0,0,1371,0,0,0,0,0,"Federal exemption, other",Not an able-bodied adult without dependents (ABAWD),Not in universe (AGEI not within the age range subject to time limits),0,6329 Monroe Dr,Flint,MI,49889,Isabelle,Flores,,,,,,,,,,,,,,,,,,,,,,,,,,
